VM,PowerState,OS according to the configuration file,CPUs,Memory,Provisioned (GB),Used (GB),Datacenter,Cluster,Host,Network #1,IP Address #1,Folder
app-00228,poweredOn,ubuntu 22.04,3,16384,154,77.0,dc2,cl-app,cl-app-esx01,dvPG-vlan67,10.20.27.97,/prod/app
srv-00229,poweredOn,2019,5,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan54,10.20.42.222,/prod/general
app-00230,poweredOn,rhel 8.6,5,12288,149,74.5,dc3,cl-app,cl-app-esx01,dvPG-vlan69,10.30.49.7,/prod/app
app-00232,poweredOn,rhel 8.6,5,13312,136,68.0,dc2,cl-app,cl-app-esx01,dvPG-vlan86,10.20.14.19,/staging/app
app-00233,poweredOn,rhel 8.6,7,15360,164,82.0,dc1,cl-app,cl-app-esx01,dvPG-vlan37,10.10.29.61,/staging/app
srv-00234,poweredOn,centos 7.9,3,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan83,10.10.37.83,/dev/general
app-00236,poweredOn,rhel 8.6,7,6144,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan58,10.10.23.243,/prod/app
srv-00237,poweredOn,debian 11,7,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan38,10.10.35.63,/prod/general
app-00238,poweredOn,rhel 8.6,3,16384,163,81.5,dc1,cl-app,cl-app-esx01,dvPG-vlan27,10.10.27.144,/prod/app
web-00239,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan34,10.30.6.139,/prod/web
app-00240,poweredOn,ubuntu 22.04,7,13312,176,88.0,dc2,cl-app,cl-app-esx01,dvPG-vlan81,10.20.49.152,/prod/app
app-00241,poweredOn,centos 7.9,8,9216,177,88.5,dc3,cl-app,cl-app-esx01,dvPG-vlan25,10.30.13.248,/prod/app
mon-00242,poweredOn,ubuntu 22.04,2,8192,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan46,10.10.21.200,/staging/monitoring
web-00243,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan70,10.20.52.186,/prod/web
srv-00244,poweredOn,debian 11,3,9216,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan12,10.10.48.39,/prod/general
app-00245,poweredOn,rhel 8.6,6,15360,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan73,10.10.25.147,/prod/app
db-00246,poweredOn,oracle linux 8.6,12,64512,500,250.0,dc2,cl-db,cl-db-esx01,dvPG-vlan55,10.20.11.189,/dev/db
app-00247,poweredOn,rhel 8.6,6,11264,132,66.0,dc2,cl-app,cl-app-esx01,dvPG-vlan19,10.20.4.136,/prod/app
srv-00248,poweredOn,centos 7.9,8,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan11,10.20.46.40,/prod/general
app-00249,poweredOn,ubuntu 22.04,4,4096,161,80.5,dc2,cl-app,cl-app-esx01,dvPG-vlan12,10.20.31.170,/prod/app
app-00250,poweredOn,rhel 8.6,5,4096,162,81.0,dc2,cl-app,cl-app-esx01,dvPG-vlan65,10.20.19.6,/prod/app
srv-00251,poweredOn,ubuntu 22.04,2,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan55,10.10.17.210,/prod/general
app-00252,poweredOn,ubuntu 22.04,2,9216,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan20,10.10.45.59,/dev/app
db-00254,poweredOn,oracle linux 8.6,13,38912,494,247.0,dc3,cl-db,cl-db-esx01,dvPG-vlan82,10.30.58.224,/staging/db
db-00255,poweredOn,centos 7.9,9,50176,470,235.0,dc1,cl-db,cl-db-esx01,dvPG-vlan12,10.10.60.219,/staging/db
srv-00256,poweredOn,ubuntu 22.04,8,15360,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan82,10.30.37.63,/staging/general
srv-00257,poweredOn,2019,7,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan20,10.20.45.187,/prod/general
db-00258,poweredOn,oracle linux 8.6,8,38912,488,244.0,dc2,cl-db,cl-db-esx01,dvPG-vlan60,10.20.50.159,/prod/db
srv-00259,poweredOn,debian 11,2,14336,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan58,10.30.23.143,/prod/general
web-00260,poweredOn,ubuntu 22.04,2,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan58,10.10.18.41,/prod/web
app-00262,poweredOn,centos 7.9,5,11264,165,82.5,dc1,cl-app,cl-app-esx01,dvPG-vlan21,10.10.6.92,/prod/app
cache-00264,poweredOn,centos 7.9,4,21504,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan65,10.10.5.44,/prod/cache
app-00265,poweredOn,ubuntu 22.04,5,16384,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan35,10.10.41.154,/prod/app
web-00266,poweredOn,centos 8.4,3,4096,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan52,10.10.52.222,/dev/web
web-00267,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan50,10.10.13.124,/prod/web
app-00268,poweredOn,ubuntu 22.04,4,8192,150,75.0,dc2,cl-app,cl-app-esx01,dvPG-vlan58,10.20.51.64,/staging/app
app-00269,poweredOn,ubuntu 22.04,4,5120,179,89.5,dc1,cl-app,cl-app-esx01,dvPG-vlan80,10.10.12.176,/dev/app
app-00270,poweredOn,rhel 8.6,5,15360,180,90.0,dc2,cl-app,cl-app-esx01,dvPG-vlan62,10.20.5.211,/prod/app
cache-00272,poweredOn,centos 7.9,4,27648,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan23,10.20.59.23,/staging/cache
srv-00273,poweredOn,debian 11,3,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan52,10.10.42.104,/prod/general
srv-00274,poweredOn,2019,2,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan83,10.10.36.150,/prod/general
app-00275,poweredOn,ubuntu 22.04,5,11264,160,80.0,dc1,cl-app,cl-app-esx01,dvPG-vlan23,10.10.23.8,/staging/app
app-00276,poweredOn,centos 7.9,2,15360,160,80.0,dc1,cl-app,cl-app-esx01,dvPG-vlan54,10.10.14.135,/prod/app
db-00277,poweredOn,oracle linux 8.6,15,53248,471,235.5,dc1,cl-db,cl-db-esx01,dvPG-vlan23,10.10.2.219,/prod/db
app-00279,poweredOn,rhel 8.6,5,10240,154,77.0,dc2,cl-app,cl-app-esx01,dvPG-vlan10,10.20.38.111,/prod/app
app-00281,poweredOn,ubuntu 22.04,6,14336,152,76.0,dc1,cl-app,cl-app-esx01,dvPG-vlan68,10.10.8.91,/prod/app
web-00283,poweredOn,centos 8.4,4,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan32,10.10.59.167,/prod/web
db-00284,poweredOn,oracle linux 8.6,12,40960,450,225.0,dc2,cl-db,cl-db-esx01,dvPG-vlan72,10.20.56.93,/prod/db
app-00285,poweredOn,ubuntu 22.04,6,12288,158,79.0,dc1,cl-app,cl-app-esx01,dvPG-vlan72,10.10.46.217,/prod/app
app-00286,poweredOn,rhel 8.6,2,16384,140,70.0,dc1,cl-app,cl-app-esx01,dvPG-vlan68,10.10.35.75,/staging/app
cache-00287,poweredOn,centos 7.9,4,19456,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan15,10.10.35.212,/prod/cache
srv-00288,poweredOn,2019,6,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan48,10.10.49.65,/dev/general
srv-00289,poweredOn,centos 7.9,5,8192,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan40,10.20.8.209,/prod/general
app-00290,poweredOn,rhel 8.6,6,15360,138,69.0,dc2,cl-app,cl-app-esx01,dvPG-vlan36,10.20.11.159,/prod/app
srv-00291,poweredOn,centos 7.9,6,9216,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan47,10.10.46.76,/prod/general
cache-00292,poweredOn,centos 7.9,4,29696,40,20.0,dc3,cl-cache,cl-cache-esx01,dvPG-vlan26,10.30.9.181,/dev/cache
app-00293,poweredOn,rhel 8.6,4,7168,147,73.5,dc2,cl-app,cl-app-esx01,dvPG-vlan90,10.20.37.163,/staging/app
web-00294,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan68,10.20.57.96,/prod/web
srv-00295,poweredOn,debian 11,6,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan55,10.20.30.164,/staging/general
srv-00296,poweredOn,2019,3,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan80,10.10.19.88,/staging/general
cache-00297,poweredOn,centos 7.9,4,17408,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan30,10.20.2.33,/prod/cache
web-00298,poweredOn,centos 8.4,3,5120,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan45,10.30.20.42,/dev/web
app-00299,poweredOn,ubuntu 22.04,4,5120,149,74.5,dc3,cl-app,cl-app-esx01,dvPG-vlan39,10.30.26.162,/prod/app
web-00300,poweredOn,centos 8.4,4,4096,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan66,10.10.15.134,/prod/web
app-00301,poweredOn,rhel 8.6,4,5120,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan21,10.10.5.60,/dev/app
mon-00302,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan27,10.10.53.194,/prod/monitoring
srv-00304,poweredOn,2019,8,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan59,10.10.38.188,/prod/general
app-00305,poweredOn,ubuntu 22.04,4,16384,168,84.0,dc1,cl-app,cl-app-esx01,dvPG-vlan87,10.10.36.155,/prod/app
app-00306,poweredOn,rhel 8.6,2,14336,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan47,10.10.13.193,/staging/app
srv-00308,poweredOn,ubuntu 22.04,5,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan19,10.10.31.246,/prod/general
app-00309,poweredOn,centos 7.9,2,8192,148,74.0,dc3,cl-app,cl-app-esx01,dvPG-vlan90,10.30.26.131,/prod/app
srv-00311,poweredOn,ubuntu 22.04,6,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan18,10.20.44.166,/prod/general
app-00312,poweredOn,ubuntu 22.04,7,7168,168,84.0,dc1,cl-app,cl-app-esx01,dvPG-vlan17,10.10.30.158,/prod/app
app-00313,poweredOn,rhel 8.6,7,15360,161,80.5,dc1,cl-app,cl-app-esx01,dvPG-vlan54,10.10.1.43,/prod/app
db-00314,poweredOn,oracle linux 8.6,10,56320,499,249.5,dc2,cl-db,cl-db-esx01,dvPG-vlan13,10.20.57.32,/prod/db
app-00315,poweredOn,ubuntu 22.04,4,12288,159,79.5,dc2,cl-app,cl-app-esx01,dvPG-vlan75,10.20.5.129,/prod/app
app-00316,poweredOn,ubuntu 22.04,8,13312,173,86.5,dc1,cl-app,cl-app-esx01,dvPG-vlan24,10.10.58.148,/prod/app
app-00317,poweredOn,rhel 8.6,2,4096,139,69.5,dc1,cl-app,cl-app-esx01,dvPG-vlan32,10.10.24.100,/staging/app
srv-00318,poweredOn,centos 7.9,6,16384,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan63,10.20.21.65,/dev/general
srv-00319,poweredOn,debian 11,4,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan38,10.10.4.47,/prod/general
srv-00320,poweredOn,centos 7.9,5,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan21,10.20.20.85,/staging/general
db-00321,poweredOn,centos 7.9,13,45056,473,236.5,dc2,cl-db,cl-db-esx01,dvPG-vlan85,10.20.16.120,/prod/db
srv-00322,poweredOn,ubuntu 22.04,7,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan39,10.10.27.8,/staging/general
db-00323,poweredOn,centos 7.9,13,32768,463,231.5,dc1,cl-db,cl-db-esx01,dvPG-vlan77,10.10.20.28,/staging/db
srv-00324,poweredOn,2019,5,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan39,10.10.3.237,/dev/general
srv-00325,poweredOn,2019,7,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan60,10.20.33.36,/prod/general
app-00326,poweredOn,rhel 8.6,2,10240,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan51,10.10.55.82,/prod/app
app-00327,poweredOn,ubuntu 22.04,3,5120,136,68.0,dc1,cl-app,cl-app-esx01,dvPG-vlan31,10.10.7.41,/dev/app
web-00328,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc3,cl-web,cl-web-esx01,dvPG-vlan43,10.30.20.120,/prod/web
srv-00329,poweredOn,centos 7.9,3,16384,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan51,10.20.3.57,/prod/general
app-00330,poweredOn,rhel 8.6,3,9216,131,65.5,dc1,cl-app,cl-app-esx01,dvPG-vlan61,10.10.53.46,/prod/app
srv-00331,poweredOn,ubuntu 22.04,2,11264,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan38,10.20.4.214,/prod/general
app-00332,poweredOn,ubuntu 22.04,4,14336,134,67.0,dc2,cl-app,cl-app-esx01,dvPG-vlan12,10.20.17.236,/prod/app
srv-00333,poweredOn,ubuntu 22.04,7,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan25,10.10.52.86,/staging/general
app-00334,poweredOn,ubuntu 22.04,2,6144,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan64,10.10.32.9,/dev/app
app-00335,poweredOn,centos 7.9,3,8192,145,72.5,dc2,cl-app,cl-app-esx01,dvPG-vlan47,10.20.40.159,/prod/app
db-00336,poweredOn,oracle linux 8.6,8,37888,483,241.5,dc1,cl-db,cl-db-esx01,dvPG-vlan41,10.10.57.206,/prod/db
app-00338,poweredOn,centos 7.9,4,13312,160,80.0,dc2,cl-app,cl-app-esx01,dvPG-vlan77,10.20.4.209,/prod/app
app-00339,poweredOn,rhel 8.6,3,6144,177,88.5,dc2,cl-app,cl-app-esx01,dvPG-vlan17,10.20.53.204,/prod/app
srv-00340,poweredOn,ubuntu 22.04,6,16384,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan40,10.30.12.47,/prod/general
db-00342,poweredOn,centos 7.9,15,34816,450,225.0,dc1,cl-db,cl-db-esx01,dvPG-vlan52,10.10.34.124,/prod/db
srv-00343,poweredOn,ubuntu 22.04,8,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan17,10.10.56.84,/prod/general
app-00344,poweredOn,rhel 8.6,7,6144,175,87.5,dc2,cl-app,cl-app-esx01,dvPG-vlan60,10.20.5.97,/staging/app
cache-00345,poweredOn,centos 7.9,4,26624,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan72,10.10.51.165,/prod/cache
app-00347,poweredOn,centos 7.9,7,13312,168,84.0,dc3,cl-app,cl-app-esx01,dvPG-vlan50,10.30.3.48,/prod/app
srv-00348,poweredOn,ubuntu 22.04,7,13312,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan54,10.10.5.62,/prod/general
srv-00349,poweredOn,ubuntu 22.04,7,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan11,10.20.22.116,/staging/general
app-00350,poweredOn,centos 7.9,7,5120,158,79.0,dc2,cl-app,cl-app-esx01,dvPG-vlan63,10.20.4.100,/prod/app
srv-00351,poweredOn,2019,5,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan83,10.10.51.223,/prod/general
app-00353,poweredOn,ubuntu 22.04,3,15360,169,84.5,dc3,cl-app,cl-app-esx01,dvPG-vlan71,10.30.22.154,/prod/app
app-00355,poweredOn,ubuntu 22.04,4,7168,133,66.5,dc1,cl-app,cl-app-esx01,dvPG-vlan56,10.10.32.41,/prod/app
app-00356,poweredOn,centos 7.9,4,14336,170,85.0,dc1,cl-app,cl-app-esx01,dvPG-vlan47,10.10.14.45,/prod/app
srv-00357,poweredOn,2019,8,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan21,10.10.43.69,/prod/general
app-00359,poweredOn,ubuntu 22.04,6,4096,164,82.0,dc2,cl-app,cl-app-esx01,dvPG-vlan62,10.20.43.90,/prod/app
srv-00360,poweredOn,ubuntu 22.04,6,4096,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan70,10.20.35.177,/staging/general
cache-00361,poweredOn,centos 7.9,4,25600,40,20.0,dc3,cl-cache,cl-cache-esx01,dvPG-vlan76,10.30.33.148,/prod/cache
srv-00362,poweredOn,ubuntu 22.04,2,16384,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan34,10.30.14.208,/prod/general
app-00363,poweredOn,ubuntu 22.04,2,14336,146,73.0,dc3,cl-app,cl-app-esx01,dvPG-vlan50,10.30.54.154,/prod/app
srv-00364,poweredOn,centos 7.9,2,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan11,10.10.34.119,/prod/general
srv-00365,poweredOn,2019,2,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan23,10.10.7.238,/prod/general
cache-00366,poweredOn,centos 7.9,4,27648,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan70,10.10.37.157,/staging/cache
app-00367,poweredOn,ubuntu 22.04,5,6144,151,75.5,dc2,cl-app,cl-app-esx01,dvPG-vlan40,10.20.26.229,/prod/app
app-00368,poweredOn,ubuntu 22.04,4,9216,161,80.5,dc2,cl-app,cl-app-esx01,dvPG-vlan22,10.20.18.217,/prod/app
srv-00369,poweredOn,ubuntu 22.04,3,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan63,10.10.18.188,/dev/general
srv-00371,poweredOn,ubuntu 22.04,2,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan82,10.10.34.227,/staging/general
app-00372,poweredOn,centos 7.9,8,7168,175,87.5,dc1,cl-app,cl-app-esx01,dvPG-vlan35,10.10.59.94,/staging/app
app-00373,poweredOn,ubuntu 22.04,6,10240,168,84.0,dc1,cl-app,cl-app-esx01,dvPG-vlan67,10.10.24.127,/prod/app
app-00374,poweredOn,ubuntu 22.04,6,12288,174,87.0,dc1,cl-app,cl-app-esx01,dvPG-vlan21,10.10.48.214,/prod/app
app-00375,poweredOn,ubuntu 22.04,2,6144,144,72.0,dc2,cl-app,cl-app-esx01,dvPG-vlan36,10.20.15.167,/staging/app
app-00376,poweredOn,ubuntu 22.04,6,4096,138,69.0,dc3,cl-app,cl-app-esx01,dvPG-vlan32,10.30.31.235,/staging/app
web-00378,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan60,10.10.53.161,/prod/web
cache-00379,poweredOn,centos 7.9,4,25600,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan51,10.10.18.165,/prod/cache
srv-00380,poweredOn,debian 11,7,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan40,10.20.34.197,/dev/general
srv-00381,poweredOn,2019,7,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan63,10.20.19.68,/prod/general
web-00382,poweredOn,centos 8.4,4,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan70,10.10.44.138,/staging/web
srv-00383,poweredOn,debian 11,6,8192,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan22,10.20.12.77,/staging/general
db-00384,poweredOn,oracle linux 8.6,16,44032,464,232.0,dc2,cl-db,cl-db-esx01,dvPG-vlan49,10.20.15.92,/dev/db
web-00385,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan84,10.10.4.223,/prod/web
cache-00386,poweredOn,centos 7.9,4,22528,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan16,10.20.20.107,/prod/cache
srv-00387,poweredOn,ubuntu 22.04,3,7168,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan50,10.30.30.38,/prod/general
srv-00388,poweredOn,ubuntu 22.04,8,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan10,10.20.41.16,/prod/general
web-00389,poweredOn,centos 8.4,2,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan88,10.10.6.35,/staging/web
web-00390,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan57,10.10.13.189,/dev/web
srv-00391,poweredOn,debian 11,8,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan54,10.20.16.59,/prod/general
app-00392,poweredOn,centos 7.9,5,12288,159,79.5,dc1,cl-app,cl-app-esx01,dvPG-vlan76,10.10.20.76,/prod/app
app-00394,poweredOn,centos 7.9,7,6144,175,87.5,dc1,cl-app,cl-app-esx01,dvPG-vlan14,10.10.8.95,/prod/app
app-00395,poweredOn,rhel 8.6,4,16384,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan12,10.10.43.29,/prod/app
app-00396,poweredOn,centos 7.9,5,11264,174,87.0,dc1,cl-app,cl-app-esx01,dvPG-vlan90,10.10.10.54,/prod/app
app-00397,poweredOn,ubuntu 22.04,7,5120,136,68.0,dc1,cl-app,cl-app-esx01,dvPG-vlan75,10.10.9.109,/prod/app
web-00401,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan56,10.20.55.76,/prod/web
srv-00402,poweredOn,debian 11,5,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan27,10.20.1.220,/prod/general
app-00404,poweredOn,ubuntu 22.04,5,11264,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan31,10.10.52.109,/prod/app
app-00405,poweredOn,rhel 8.6,7,4096,160,80.0,dc2,cl-app,cl-app-esx01,dvPG-vlan82,10.20.59.153,/dev/app
app-00407,poweredOn,ubuntu 22.04,5,4096,163,81.5,dc2,cl-app,cl-app-esx01,dvPG-vlan83,10.20.56.175,/prod/app
srv-00409,poweredOn,centos 7.9,2,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan31,10.10.32.224,/dev/general
app-00410,poweredOn,ubuntu 22.04,4,7168,154,77.0,dc1,cl-app,cl-app-esx01,dvPG-vlan61,10.10.36.166,/prod/app
srv-00411,poweredOn,centos 7.9,5,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan25,10.10.29.82,/staging/general
srv-00412,poweredOn,centos 7.9,2,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan87,10.10.6.204,/prod/general
srv-00413,poweredOn,debian 11,6,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan16,10.20.24.213,/prod/general
srv-00414,poweredOn,2019,4,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan67,10.10.24.185,/staging/general
app-00415,poweredOn,rhel 8.6,3,4096,163,81.5,dc2,cl-app,cl-app-esx01,dvPG-vlan57,10.20.19.142,/prod/app
app-00417,poweredOn,ubuntu 22.04,3,11264,132,66.0,dc1,cl-app,cl-app-esx01,dvPG-vlan85,10.10.49.108,/staging/app
app-00418,poweredOn,ubuntu 22.04,5,14336,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan16,10.10.1.137,/prod/app
db-00419,poweredOn,oracle linux 8.6,15,65536,458,229.0,dc3,cl-db,cl-db-esx01,dvPG-vlan23,10.30.12.189,/staging/db
web-00420,poweredOn,ubuntu 22.04,4,7168,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan60,10.20.16.72,/prod/web
srv-00421,poweredOn,debian 11,5,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan48,10.10.48.133,/prod/general
srv-00422,poweredOn,debian 11,7,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan47,10.20.40.184,/dev/general
srv-00425,poweredOn,debian 11,3,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan67,10.10.3.93,/prod/general
app-00426,poweredOn,rhel 8.6,7,12288,180,90.0,dc2,cl-app,cl-app-esx01,dvPG-vlan46,10.20.16.132,/staging/app
app-00428,poweredOn,ubuntu 22.04,8,7168,177,88.5,dc2,cl-app,cl-app-esx01,dvPG-vlan87,10.20.49.141,/dev/app
app-00429,poweredOn,rhel 8.6,3,8192,162,81.0,dc3,cl-app,cl-app-esx01,dvPG-vlan25,10.30.12.190,/prod/app
app-00430,poweredOn,ubuntu 22.04,4,12288,159,79.5,dc1,cl-app,cl-app-esx01,dvPG-vlan29,10.10.1.86,/prod/app
app-00431,poweredOn,ubuntu 22.04,6,4096,180,90.0,dc2,cl-app,cl-app-esx01,dvPG-vlan83,10.20.20.127,/staging/app
db-00432,poweredOn,centos 7.9,13,47104,484,242.0,dc1,cl-db,cl-db-esx01,dvPG-vlan78,10.10.11.108,/dev/db
web-00433,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan77,10.10.49.160,/prod/web
db-00434,poweredOn,centos 7.9,9,55296,452,226.0,dc3,cl-db,cl-db-esx01,dvPG-vlan51,10.30.40.64,/prod/db
web-00435,poweredOn,centos 8.4,3,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan57,10.10.53.199,/prod/web
db-00436,poweredOn,oracle linux 8.6,15,34816,456,228.0,dc2,cl-db,cl-db-esx01,dvPG-vlan31,10.20.6.244,/prod/db
srv-00437,poweredOn,centos 7.9,7,5120,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan23,10.20.44.110,/prod/general
app-00438,poweredOn,rhel 8.6,7,16384,131,65.5,dc2,cl-app,cl-app-esx01,dvPG-vlan68,10.20.44.41,/prod/app
web-00440,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan89,10.20.42.186,/prod/web
app-00441,poweredOn,rhel 8.6,6,4096,180,90.0,dc1,cl-app,cl-app-esx01,dvPG-vlan48,10.10.7.76,/staging/app
mon-00443,poweredOn,ubuntu 22.04,4,5120,40,20.0,dc2,cl-monitoring,cl-monitoring-esx01,dvPG-vlan57,10.20.56.188,/prod/monitoring
srv-00444,poweredOn,centos 7.9,6,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan80,10.10.26.139,/prod/general
srv-00445,poweredOn,debian 11,3,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan75,10.20.58.167,/staging/general
app-00446,poweredOn,centos 7.9,3,13312,133,66.5,dc1,cl-app,cl-app-esx01,dvPG-vlan80,10.10.52.147,/staging/app
web-00447,poweredOn,centos 8.4,3,4096,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan26,10.10.22.93,/prod/web
app-00450,poweredOn,ubuntu 22.04,3,14336,149,74.5,dc2,cl-app,cl-app-esx01,dvPG-vlan72,10.20.23.200,/staging/app
db-00451,poweredOn,centos 7.9,9,50176,490,245.0,dc1,cl-db,cl-db-esx01,dvPG-vlan19,10.10.17.189,/staging/db
app-00453,poweredOn,centos 7.9,8,13312,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan56,10.10.33.25,/staging/app
db-00454,poweredOn,centos 7.9,10,65536,459,229.5,dc1,cl-db,cl-db-esx01,dvPG-vlan71,10.10.37.170,/prod/db
