VM,Disk,Capacity (GB),Disk Mode,Disk Type,Path
srv-00425,Hard disk 1,50,persistent,THIN,/
app-00426,Hard disk 1,50,persistent,THIN,/
app-00426,Hard disk 2,130,persistent,THIN,/data
app-00428,Hard disk 1,50,persistent,THIN,/
app-00428,Hard disk 2,127,persistent,THIN,/data
app-00429,Hard disk 1,50,persistent,THIN,/
app-00429,Hard disk 2,112,persistent,THIN,/data
app-00430,Hard disk 1,50,persistent,THIN,/
app-00430,Hard disk 2,109,persistent,THIN,/data
app-00431,Hard disk 1,50,persistent,THIN,/
app-00431,Hard disk 2,130,persistent,THIN,/data
db-00432,Hard disk 1,50,persistent,THIN,/
db-00432,Hard disk 2,434,persistent,THIN,/data
web-00433,Hard disk 1,40,persistent,THIN,/
db-00434,Hard disk 1,50,persistent,THIN,/
db-00434,Hard disk 2,402,persistent,THIN,/data
web-00435,Hard disk 1,40,persistent,THIN,/
db-00436,Hard disk 1,50,persistent,THIN,/
db-00436,Hard disk 2,406,persistent,THIN,/data
srv-00437,Hard disk 1,50,persistent,THIN,/
app-00438,Hard disk 1,50,persistent,THIN,/
app-00438,Hard disk 2,81,persistent,THIN,/data
web-00440,Hard disk 1,40,persistent,THIN,/
app-00441,Hard disk 1,50,persistent,THIN,/
app-00441,Hard disk 2,130,persistent,THIN,/data
mon-00443,Hard disk 1,40,persistent,THIN,/
srv-00444,Hard disk 1,50,persistent,THIN,/
srv-00445,Hard disk 1,50,persistent,THIN,/
app-00446,Hard disk 1,50,persistent,THIN,/
app-00446,Hard disk 2,83,persistent,THIN,/data
web-00447,Hard disk 1,40,persistent,THIN,/
app-00450,Hard disk 1,50,persistent,THIN,/
app-00450,Hard disk 2,99,persistent,THIN,/data
db-00451,Hard disk 1,50,persistent,THIN,/
db-00451,Hard disk 2,440,persistent,THIN,/data
app-00453,Hard disk 1,50,persistent,THIN,/
app-00453,Hard disk 2,105,persistent,THIN,/data
db-00454,Hard disk 1,50,persistent,THIN,/
db-00454,Hard disk 2,409,persistent,THIN,/data
srv-00455,Hard disk 1,50,persistent,THIN,/
db-00456,Hard disk 1,50,persistent,THIN,/
db-00456,Hard disk 2,406,persistent,THIN,/data
app-00458,Hard disk 1,50,persistent,THIN,/
app-00458,Hard disk 2,118,persistent,THIN,/data
db-00459,Hard disk 1,50,persistent,THIN,/
db-00459,Hard disk 2,410,persistent,THIN,/data
srv-00462,Hard disk 1,50,persistent,THIN,/
app-00464,Hard disk 1,50,persistent,THIN,/
app-00464,Hard disk 2,101,persistent,THIN,/data
app-00467,Hard disk 1,50,persistent,THIN,/
app-00467,Hard disk 2,107,persistent,THIN,/data
web-00468,Hard disk 1,40,persistent,THIN,/
cache-00469,Hard disk 1,40,persistent,THIN,/
srv-00470,Hard disk 1,50,persistent,THIN,/
app-00471,Hard disk 1,50,persistent,THIN,/
app-00471,Hard disk 2,117,persistent,THIN,/data
app-00472,Hard disk 1,50,persistent,THIN,/
app-00472,Hard disk 2,106,persistent,THIN,/data
srv-00473,Hard disk 1,50,persistent,THIN,/
mon-00474,Hard disk 1,40,persistent,THIN,/
srv-00475,Hard disk 1,50,persistent,THIN,/
web-00476,Hard disk 1,40,persistent,THIN,/
app-00478,Hard disk 1,50,persistent,THIN,/
app-00478,Hard disk 2,121,persistent,THIN,/data
srv-00479,Hard disk 1,50,persistent,THIN,/
mon-00480,Hard disk 1,40,persistent,THIN,/
app-00481,Hard disk 1,50,persistent,THIN,/
app-00481,Hard disk 2,84,persistent,THIN,/data
app-00482,Hard disk 1,50,persistent,THIN,/
app-00482,Hard disk 2,124,persistent,THIN,/data
srv-00483,Hard disk 1,50,persistent,THIN,/
srv-00484,Hard disk 1,50,persistent,THIN,/
srv-00485,Hard disk 1,50,persistent,THIN,/
db-00487,Hard disk 1,50,persistent,THIN,/
db-00487,Hard disk 2,439,persistent,THIN,/data
app-00488,Hard disk 1,50,persistent,THIN,/
app-00488,Hard disk 2,114,persistent,THIN,/data
srv-00489,Hard disk 1,50,persistent,THIN,/
app-00490,Hard disk 1,50,persistent,THIN,/
app-00490,Hard disk 2,110,persistent,THIN,/data
app-00491,Hard disk 1,50,persistent,THIN,/
app-00491,Hard disk 2,124,persistent,THIN,/data
app-00492,Hard disk 1,50,persistent,THIN,/
app-00492,Hard disk 2,96,persistent,THIN,/data
app-00493,Hard disk 1,50,persistent,THIN,/
app-00493,Hard disk 2,103,persistent,THIN,/data
app-00494,Hard disk 1,50,persistent,THIN,/
app-00494,Hard disk 2,95,persistent,THIN,/data
web-00495,Hard disk 1,40,persistent,THIN,/
db-00496,Hard disk 1,50,persistent,THIN,/
db-00496,Hard disk 2,410,persistent,THIN,/data
app-00497,Hard disk 1,50,persistent,THIN,/
app-00497,Hard disk 2,115,persistent,THIN,/data
app-00498,Hard disk 1,50,persistent,THIN,/
app-00498,Hard disk 2,121,persistent,THIN,/data
app-00499,Hard disk 1,50,persistent,THIN,/
app-00499,Hard disk 2,104,persistent,THIN,/data
app-00500,Hard disk 1,50,persistent,THIN,/
app-00500,Hard disk 2,105,persistent,THIN,/data
app-00501,Hard disk 1,50,persistent,THIN,/
app-00501,Hard disk 2,97,persistent,THIN,/data
srv-00502,Hard disk 1,50,persistent,THIN,/
srv-00504,Hard disk 1,50,persistent,THIN,/
app-00505,Hard disk 1,50,persistent,THIN,/
app-00505,Hard disk 2,102,persistent,THIN,/data
srv-00506,Hard disk 1,50,persistent,THIN,/
app-00508,Hard disk 1,50,persistent,THIN,/
app-00508,Hard disk 2,98,persistent,THIN,/data
db-00509,Hard disk 1,50,persistent,THIN,/
db-00509,Hard disk 2,400,persistent,THIN,/data
app-00510,Hard disk 1,50,persistent,THIN,/
app-00510,Hard disk 2,104,persistent,THIN,/data
app-00511,Hard disk 1,50,persistent,THIN,/
app-00511,Hard disk 2,97,persistent,THIN,/data
app-00513,Hard disk 1,50,persistent,THIN,/
app-00513,Hard disk 2,86,persistent,THIN,/data
app-00514,Hard disk 1,50,persistent,THIN,/
app-00514,Hard disk 2,99,persistent,THIN,/data
srv-00515,Hard disk 1,50,persistent,THIN,/
srv-00516,Hard disk 1,50,persistent,THIN,/
app-00517,Hard disk 1,50,persistent,THIN,/
app-00517,Hard disk 2,109,persistent,THIN,/data
db-00518,Hard disk 1,50,persistent,THIN,/
db-00518,Hard disk 2,402,persistent,THIN,/data
db-00519,Hard disk 1,50,persistent,THIN,/
db-00519,Hard disk 2,415,persistent,THIN,/data
app-00520,Hard disk 1,50,persistent,THIN,/
app-00520,Hard disk 2,130,persistent,THIN,/data
app-00522,Hard disk 1,50,persistent,THIN,/
app-00522,Hard disk 2,130,persistent,THIN,/data
srv-00523,Hard disk 1,50,persistent,THIN,/
db-00524,Hard disk 1,50,persistent,THIN,/
db-00524,Hard disk 2,420,persistent,THIN,/data
app-00525,Hard disk 1,50,persistent,THIN,/
app-00525,Hard disk 2,114,persistent,THIN,/data
web-00526,Hard disk 1,40,persistent,THIN,/
db-00528,Hard disk 1,50,persistent,THIN,/
db-00528,Hard disk 2,402,persistent,THIN,/data
srv-00530,Hard disk 1,50,persistent,THIN,/
srv-00531,Hard disk 1,50,persistent,THIN,/
srv-00532,Hard disk 1,50,persistent,THIN,/
app-00534,Hard disk 1,50,persistent,THIN,/
app-00534,Hard disk 2,102,persistent,THIN,/data
db-00535,Hard disk 1,50,persistent,THIN,/
db-00535,Hard disk 2,436,persistent,THIN,/data
app-00536,Hard disk 1,50,persistent,THIN,/
app-00536,Hard disk 2,82,persistent,THIN,/data
srv-00538,Hard disk 1,50,persistent,THIN,/
app-00539,Hard disk 1,50,persistent,THIN,/
app-00539,Hard disk 2,130,persistent,THIN,/data
app-00540,Hard disk 1,50,persistent,THIN,/
app-00540,Hard disk 2,116,persistent,THIN,/data
app-00541,Hard disk 1,50,persistent,THIN,/
app-00541,Hard disk 2,129,persistent,THIN,/data
mon-00542,Hard disk 1,40,persistent,THIN,/
db-00543,Hard disk 1,50,persistent,THIN,/
db-00543,Hard disk 2,436,persistent,THIN,/data
app-00544,Hard disk 1,50,persistent,THIN,/
app-00544,Hard disk 2,83,persistent,THIN,/data
web-00545,Hard disk 1,40,persistent,THIN,/
db-00546,Hard disk 1,50,persistent,THIN,/
db-00546,Hard disk 2,436,persistent,THIN,/data
app-00547,Hard disk 1,50,persistent,THIN,/
app-00547,Hard disk 2,90,persistent,THIN,/data
app-00549,Hard disk 1,50,persistent,THIN,/
app-00549,Hard disk 2,124,persistent,THIN,/data
app-00550,Hard disk 1,50,persistent,THIN,/
app-00550,Hard disk 2,96,persistent,THIN,/data
db-00551,Hard disk 1,50,persistent,THIN,/
db-00551,Hard disk 2,418,persistent,THIN,/data
srv-00552,Hard disk 1,50,persistent,THIN,/
srv-00553,Hard disk 1,50,persistent,THIN,/
db-00554,Hard disk 1,50,persistent,THIN,/
db-00554,Hard disk 2,415,persistent,THIN,/data
app-00555,Hard disk 1,50,persistent,THIN,/
app-00555,Hard disk 2,95,persistent,THIN,/data
app-00556,Hard disk 1,50,persistent,THIN,/
app-00556,Hard disk 2,115,persistent,THIN,/data
app-00557,Hard disk 1,50,persistent,THIN,/
app-00557,Hard disk 2,120,persistent,THIN,/data
web-00558,Hard disk 1,40,persistent,THIN,/
cache-00559,Hard disk 1,40,persistent,THIN,/
srv-00561,Hard disk 1,50,persistent,THIN,/
app-00562,Hard disk 1,50,persistent,THIN,/
app-00562,Hard disk 2,116,persistent,THIN,/data
app-00563,Hard disk 1,50,persistent,THIN,/
app-00563,Hard disk 2,118,persistent,THIN,/data
srv-00565,Hard disk 1,50,persistent,THIN,/
srv-00566,Hard disk 1,50,persistent,THIN,/
mon-00567,Hard disk 1,40,persistent,THIN,/
db-00568,Hard disk 1,50,persistent,THIN,/
db-00568,Hard disk 2,435,persistent,THIN,/data
db-00569,Hard disk 1,50,persistent,THIN,/
db-00569,Hard disk 2,410,persistent,THIN,/data
app-00570,Hard disk 1,50,persistent,THIN,/
app-00570,Hard disk 2,112,persistent,THIN,/data
app-00571,Hard disk 1,50,persistent,THIN,/
app-00571,Hard disk 2,117,persistent,THIN,/data
srv-00572,Hard disk 1,50,persistent,THIN,/
app-00573,Hard disk 1,50,persistent,THIN,/
app-00573,Hard disk 2,119,persistent,THIN,/data
app-00574,Hard disk 1,50,persistent,THIN,/
app-00574,Hard disk 2,90,persistent,THIN,/data
app-00575,Hard disk 1,50,persistent,THIN,/
app-00575,Hard disk 2,91,persistent,THIN,/data
srv-00576,Hard disk 1,50,persistent,THIN,/
app-00578,Hard disk 1,50,persistent,THIN,/
app-00578,Hard disk 2,83,persistent,THIN,/data
app-00579,Hard disk 1,50,persistent,THIN,/
app-00579,Hard disk 2,106,persistent,THIN,/data
app-00580,Hard disk 1,50,persistent,THIN,/
app-00580,Hard disk 2,109,persistent,THIN,/data
app-00581,Hard disk 1,50,persistent,THIN,/
app-00581,Hard disk 2,107,persistent,THIN,/data
app-00582,Hard disk 1,50,persistent,THIN,/
app-00582,Hard disk 2,124,persistent,THIN,/data
srv-00584,Hard disk 1,50,persistent,THIN,/
db-00589,Hard disk 1,50,persistent,THIN,/
db-00589,Hard disk 2,433,persistent,THIN,/data
cache-00590,Hard disk 1,40,persistent,THIN,/
srv-00591,Hard disk 1,50,persistent,THIN,/
web-00592,Hard disk 1,40,persistent,THIN,/
web-00593,Hard disk 1,40,persistent,THIN,/
web-00594,Hard disk 1,40,persistent,THIN,/
srv-00595,Hard disk 1,50,persistent,THIN,/
web-00596,Hard disk 1,40,persistent,THIN,/
srv-00597,Hard disk 1,50,persistent,THIN,/
app-00598,Hard disk 1,50,persistent,THIN,/
app-00598,Hard disk 2,90,persistent,THIN,/data
app-00599,Hard disk 1,50,persistent,THIN,/
app-00599,Hard disk 2,125,persistent,THIN,/data
cache-00600,Hard disk 1,40,persistent,THIN,/
srv-00601,Hard disk 1,50,persistent,THIN,/
cache-00603,Hard disk 1,40,persistent,THIN,/
srv-00604,Hard disk 1,50,persistent,THIN,/
srv-00605,Hard disk 1,50,persistent,THIN,/
app-00606,Hard disk 1,50,persistent,THIN,/
app-00606,Hard disk 2,100,persistent,THIN,/data
app-00608,Hard disk 1,50,persistent,THIN,/
app-00608,Hard disk 2,95,persistent,THIN,/data
srv-00610,Hard disk 1,50,persistent,THIN,/
app-00611,Hard disk 1,50,persistent,THIN,/
app-00611,Hard disk 2,114,persistent,THIN,/data
web-00612,Hard disk 1,40,persistent,THIN,/
srv-00613,Hard disk 1,50,persistent,THIN,/
srv-00614,Hard disk 1,50,persistent,THIN,/
srv-00615,Hard disk 1,50,persistent,THIN,/
db-00616,Hard disk 1,50,persistent,THIN,/
db-00616,Hard disk 2,409,persistent,THIN,/data
srv-00617,Hard disk 1,50,persistent,THIN,/
srv-00618,Hard disk 1,50,persistent,THIN,/
srv-00619,Hard disk 1,50,persistent,THIN,/
app-00622,Hard disk 1,50,persistent,THIN,/
app-00622,Hard disk 2,120,persistent,THIN,/data
srv-00623,Hard disk 1,50,persistent,THIN,/
cache-00624,Hard disk 1,40,persistent,THIN,/
mon-00625,Hard disk 1,40,persistent,THIN,/
app-00626,Hard disk 1,50,persistent,THIN,/
app-00626,Hard disk 2,97,persistent,THIN,/data
srv-00627,Hard disk 1,50,persistent,THIN,/
srv-00628,Hard disk 1,50,persistent,THIN,/
srv-00629,Hard disk 1,50,persistent,THIN,/
app-00630,Hard disk 1,50,persistent,THIN,/
app-00630,Hard disk 2,109,persistent,THIN,/data
db-00631,Hard disk 1,50,persistent,THIN,/
db-00631,Hard disk 2,427,persistent,THIN,/data
app-00632,Hard disk 1,50,persistent,THIN,/
app-00632,Hard disk 2,114,persistent,THIN,/data
srv-00633,Hard disk 1,50,persistent,THIN,/
web-00634,Hard disk 1,40,persistent,THIN,/
app-00635,Hard disk 1,50,persistent,THIN,/
app-00635,Hard disk 2,94,persistent,THIN,/data
app-00636,Hard disk 1,50,persistent,THIN,/
app-00636,Hard disk 2,118,persistent,THIN,/data
app-00638,Hard disk 1,50,persistent,THIN,/
app-00638,Hard disk 2,122,persistent,THIN,/data
app-00639,Hard disk 1,50,persistent,THIN,/
app-00639,Hard disk 2,96,persistent,THIN,/data
web-00640,Hard disk 1,40,persistent,THIN,/
srv-00642,Hard disk 1,50,persistent,THIN,/
srv-00643,Hard disk 1,50,persistent,THIN,/
db-00644,Hard disk 1,50,persistent,THIN,/
db-00644,Hard disk 2,419,persistent,THIN,/data
app-00645,Hard disk 1,50,persistent,THIN,/
app-00645,Hard disk 2,129,persistent,THIN,/data
db-00647,Hard disk 1,50,persistent,THIN,/
db-00647,Hard disk 2,424,persistent,THIN,/data
srv-00648,Hard disk 1,50,persistent,THIN,/
app-00649,Hard disk 1,50,persistent,THIN,/
app-00649,Hard disk 2,123,persistent,THIN,/data
app-00650,Hard disk 1,50,persistent,THIN,/
app-00650,Hard disk 2,119,persistent,THIN,/data
app-00651,Hard disk 1,50,persistent,THIN,/
app-00651,Hard disk 2,109,persistent,THIN,/data
app-00652,Hard disk 1,50,persistent,THIN,/
app-00652,Hard disk 2,92,persistent,THIN,/data
app-00653,Hard disk 1,50,persistent,THIN,/
app-00653,Hard disk 2,130,persistent,THIN,/data
srv-00654,Hard disk 1,50,persistent,THIN,/
app-00655,Hard disk 1,50,persistent,THIN,/
app-00655,Hard disk 2,90,persistent,THIN,/data
srv-00656,Hard disk 1,50,persistent,THIN,/
app-00660,Hard disk 1,50,persistent,THIN,/
app-00660,Hard disk 2,128,persistent,THIN,/data
app-00661,Hard disk 1,50,persistent,THIN,/
app-00661,Hard disk 2,95,persistent,THIN,/data
app-00663,Hard disk 1,50,persistent,THIN,/
app-00663,Hard disk 2,107,persistent,THIN,/data
app-00664,Hard disk 1,50,persistent,THIN,/
app-00664,Hard disk 2,97,persistent,THIN,/data
app-00665,Hard disk 1,50,persistent,THIN,/
app-00665,Hard disk 2,90,persistent,THIN,/data
app-00666,Hard disk 1,50,persistent,THIN,/
app-00666,Hard disk 2,115,persistent,THIN,/data
app-00667,Hard disk 1,50,persistent,THIN,/
app-00667,Hard disk 2,127,persistent,THIN,/data
app-00668,Hard disk 1,50,persistent,THIN,/
app-00668,Hard disk 2,80,persistent,THIN,/data
srv-00669,Hard disk 1,50,persistent,THIN,/
web-00670,Hard disk 1,40,persistent,THIN,/
app-00671,Hard disk 1,50,persistent,THIN,/
app-00671,Hard disk 2,127,persistent,THIN,/data
app-00672,Hard disk 1,50,persistent,THIN,/
app-00672,Hard disk 2,120,persistent,THIN,/data
db-00674,Hard disk 1,50,persistent,THIN,/
db-00674,Hard disk 2,403,persistent,THIN,/data
web-00675,Hard disk 1,40,persistent,THIN,/
app-00676,Hard disk 1,50,persistent,THIN,/
app-00676,Hard disk 2,124,persistent,THIN,/data
srv-00677,Hard disk 1,50,persistent,THIN,/
app-00678,Hard disk 1,50,persistent,THIN,/
app-00678,Hard disk 2,98,persistent,THIN,/data
app-00680,Hard disk 1,50,persistent,THIN,/
app-00680,Hard disk 2,123,persistent,THIN,/data
srv-00681,Hard disk 1,50,persistent,THIN,/
srv-00682,Hard disk 1,50,persistent,THIN,/
srv-00683,Hard disk 1,50,persistent,THIN,/
db-00684,Hard disk 1,50,persistent,THIN,/
db-00684,Hard disk 2,445,persistent,THIN,/data
app-00685,Hard disk 1,50,persistent,THIN,/
app-00685,Hard disk 2,82,persistent,THIN,/data
cache-00686,Hard disk 1,40,persistent,THIN,/
app-00687,Hard disk 1,50,persistent,THIN,/
app-00687,Hard disk 2,89,persistent,THIN,/data
srv-00688,Hard disk 1,50,persistent,THIN,/
srv-00689,Hard disk 1,50,persistent,THIN,/
srv-00690,Hard disk 1,50,persistent,THIN,/
app-00691,Hard disk 1,50,persistent,THIN,/
app-00691,Hard disk 2,92,persistent,THIN,/data
app-00692,Hard disk 1,50,persistent,THIN,/
app-00692,Hard disk 2,118,persistent,THIN,/data
db-00693,Hard disk 1,50,persistent,THIN,/
db-00693,Hard disk 2,418,persistent,THIN,/data
app-00694,Hard disk 1,50,persistent,THIN,/
app-00694,Hard disk 2,108,persistent,THIN,/data
app-00695,Hard disk 1,50,persistent,THIN,/
app-00695,Hard disk 2,93,persistent,THIN,/data
db-00696,Hard disk 1,50,persistent,THIN,/
db-00696,Hard disk 2,435,persistent,THIN,/data
db-00698,Hard disk 1,50,persistent,THIN,/
db-00698,Hard disk 2,440,persistent,THIN,/data
app-00699,Hard disk 1,50,persistent,THIN,/
app-00699,Hard disk 2,128,persistent,THIN,/data
db-00700,Hard disk 1,50,persistent,THIN,/
db-00700,Hard disk 2,407,persistent,THIN,/data
db-00701,Hard disk 1,50,persistent,THIN,/
db-00701,Hard disk 2,422,persistent,THIN,/data
app-00702,Hard disk 1,50,persistent,THIN,/
app-00702,Hard disk 2,84,persistent,THIN,/data
app-00703,Hard disk 1,50,persistent,THIN,/
app-00703,Hard disk 2,123,persistent,THIN,/data
app-00704,Hard disk 1,50,persistent,THIN,/
app-00704,Hard disk 2,113,persistent,THIN,/data
app-00705,Hard disk 1,50,persistent,THIN,/
app-00705,Hard disk 2,92,persistent,THIN,/data
srv-00709,Hard disk 1,50,persistent,THIN,/
app-00710,Hard disk 1,50,persistent,THIN,/
app-00710,Hard disk 2,92,persistent,THIN,/data
app-00712,Hard disk 1,50,persistent,THIN,/
app-00712,Hard disk 2,98,persistent,THIN,/data
srv-00713,Hard disk 1,50,persistent,THIN,/
app-00714,Hard disk 1,50,persistent,THIN,/
app-00714,Hard disk 2,106,persistent,THIN,/data
srv-00715,Hard disk 1,50,persistent,THIN,/
web-00717,Hard disk 1,40,persistent,THIN,/
srv-00718,Hard disk 1,50,persistent,THIN,/
web-00719,Hard disk 1,40,persistent,THIN,/
app-00720,Hard disk 1,50,persistent,THIN,/
app-00720,Hard disk 2,130,persistent,THIN,/data
app-00721,Hard disk 1,50,persistent,THIN,/
app-00721,Hard disk 2,87,persistent,THIN,/data
db-00722,Hard disk 1,50,persistent,THIN,/
db-00722,Hard disk 2,411,persistent,THIN,/data
srv-00724,Hard disk 1,50,persistent,THIN,/
app-00725,Hard disk 1,50,persistent,THIN,/
app-00725,Hard disk 2,91,persistent,THIN,/data
srv-00728,Hard disk 1,50,persistent,THIN,/
app-00729,Hard disk 1,50,persistent,THIN,/
app-00729,Hard disk 2,122,persistent,THIN,/data
app-00730,Hard disk 1,50,persistent,THIN,/
app-00730,Hard disk 2,90,persistent,THIN,/data
db-00731,Hard disk 1,50,persistent,THIN,/
db-00731,Hard disk 2,437,persistent,THIN,/data
srv-00732,Hard disk 1,50,persistent,THIN,/
app-00733,Hard disk 1,50,persistent,THIN,/
app-00733,Hard disk 2,111,persistent,THIN,/data
srv-00734,Hard disk 1,50,persistent,THIN,/
db-00736,Hard disk 1,50,persistent,THIN,/
db-00736,Hard disk 2,448,persistent,THIN,/data
app-00737,Hard disk 1,50,persistent,THIN,/
app-00737,Hard disk 2,127,persistent,THIN,/data
app-00738,Hard disk 1,50,persistent,THIN,/
app-00738,Hard disk 2,120,persistent,THIN,/data
db-00739,Hard disk 1,50,persistent,THIN,/
db-00739,Hard disk 2,426,persistent,THIN,/data
srv-00740,Hard disk 1,50,persistent,THIN,/
app-00741,Hard disk 1,50,persistent,THIN,/
app-00741,Hard disk 2,115,persistent,THIN,/data
web-00742,Hard disk 1,40,persistent,THIN,/
app-00743,Hard disk 1,50,persistent,THIN,/
app-00743,Hard disk 2,99,persistent,THIN,/data
srv-00744,Hard disk 1,50,persistent,THIN,/
app-00745,Hard disk 1,50,persistent,THIN,/
app-00745,Hard disk 2,113,persistent,THIN,/data
db-00746,Hard disk 1,50,persistent,THIN,/
db-00746,Hard disk 2,447,persistent,THIN,/data
srv-00747,Hard disk 1,50,persistent,THIN,/
app-00748,Hard disk 1,50,persistent,THIN,/
app-00748,Hard disk 2,97,persistent,THIN,/data
app-00749,Hard disk 1,50,persistent,THIN,/
app-00749,Hard disk 2,122,persistent,THIN,/data
srv-00751,Hard disk 1,50,persistent,THIN,/
app-00752,Hard disk 1,50,persistent,THIN,/
app-00752,Hard disk 2,97,persistent,THIN,/data
srv-00753,Hard disk 1,50,persistent,THIN,/
srv-00754,Hard disk 1,50,persistent,THIN,/
app-00756,Hard disk 1,50,persistent,THIN,/
app-00756,Hard disk 2,123,persistent,THIN,/data
srv-00757,Hard disk 1,50,persistent,THIN,/
srv-00758,Hard disk 1,50,persistent,THIN,/
app-00759,Hard disk 1,50,persistent,THIN,/
app-00759,Hard disk 2,96,persistent,THIN,/data
